id,first_name,last_name,department,manager_id,hire_date,username,telephone,SSN,street,city,state,zipcode,country,status
33-3694489,Ina,Shave,Product Management,02-8398222,2014-01-24,ishaveqq,(812) 8885121,267-79-4391,32 Brown Court,Evansville,Indiana,47705,United States,contractor
40-8857038,Bard,Salthouse,Human Resources,19-1619796,2004-05-26,bsalthouseqr,(937) 6423173,240-02-4769,1633 Anthes Court,Dayton,Ohio,45414,United States,contractor
53-2410541,Nola,Franks,Business Development,56-6002569,2015-11-02,nfranksqs,(215) 3309957,437-65-4605,735 Lakeland Park,Philadelphia,Pennsylvania,19160,United States,contractor
51-5717390,Hazlett,Pawelczyk,Business Development,62-0685210,2006-07-25,hpawelczykqt,(915) 8560790,201-07-7720,40592 Laurel Street,El Paso,Texas,88589,United States,full-time
48-9347138,Chere,Stoving,Legal,83-3107008,2015-05-30,cstovingqu,(202) 2319506,285-72-9005,522 Graceland Trail,Washington,District of Columbia,20238,United States,contractor
13-5743790,Steffen,McClaughlin,Research and Development,51-2664818,2011-02-25,smcclaughlinqv,(240) 5001148,119-66-6571,785 Forster Alley,Silver Spring,Maryland,20904,United States,full-time
10-0099916,Thatch,Luttgert,Training,06-3348278,2006-03-13,tluttgertqw,(404) 6403092,753-82-5571,81 Myrtle Road,Marietta,Georgia,30066,United States,full-time
40-7700029,Glenna,Corbie,Human Resources,30-6436107,2015-06-25,gcorbieqx,(347) 3854125,390-27-3214,34 Randy Alley,New York City,New York,10045,United States,contractor
44-0039819,Jedediah,Court,Engineering,85-1902560,2010-05-08,jcourtqy,(515) 7781980,232-51-8831,5 Merrick Point,Des Moines,Iowa,50330,United States,contractor
83-9443410,Denyse,Toby,Accounting,03-0552361,2010-06-15,dtobyqz,(626) 5583399,888-61-9051,41427 Thompson Trail,Alhambra,California,91841,United States,contractor
39-1843927,Norry,Filipic,Research and Development,80-0013470,2006-10-08,nfilipicr0,(260) 3935813,733-75-0683,0146 Dryden Alley,Fort Wayne,Indiana,46814,United States,contractor
40-3019282,Melessa,Florence,Sales,88-2928851,2017-01-04,mflorencer1,(719) 1102540,793-91-2855,871 La Follette Parkway,Pueblo,Colorado,81005,United States,full-time
06-4120590,Aurelia,Durman,Accounting,11-9054186,2017-11-17,adurmanr2,(260) 3935583,751-69-1884,87 Ryan Crossing,Fort Wayne,Indiana,46862,United States,contractor
20-0696526,Aurilia,Bauduccio,Product Management,44-6719602,2008-02-14,abauduccior3,(859) 4075164,602-76-4961,091 Melody Center,Lexington,Kentucky,40510,United States,contractor
40-3633709,Hewet,Thaxton,Engineering,32-5166966,2004-03-04,hthaxtonr4,(727) 3332455,380-12-6225,0109 Raven Park,Saint Petersburg,Florida,33731,United States,contractor
81-6041360,Hale,Searby,Services,68-2109170,2008-03-02,hsearbyr5,(208) 7994609,347-68-8992,09566 Upham Point,Pocatello,Idaho,83206,United States,contractor
23-0318992,Grannie,Tantum,Support,88-3739135,2019-12-14,gtantumr6,(586) 8298963,515-19-9361,0 Fulton Park,Warren,Michigan,48092,United States,contractor
98-5584605,Noby,Joanic,Sales,84-4940169,2005-08-07,njoanicr7,(907) 8125450,159-02-1798,5755 Sheridan Alley,Anchorage,Alaska,99522,United States,contractor
47-1924700,Tallie,Prazor,Human Resources,21-8759702,2010-11-18,tprazorr8,(210) 7785225,322-92-8608,48918 Hallows Park,San Antonio,Texas,78215,United States,full-time
28-2244953,Carmencita,Gerson,Services,42-7448732,2010-10-26,cgersonr9,(202) 6209968,789-81-0472,800 Florence Point,Washington,District of Columbia,20392,United States,contractor
60-5093292,Nilson,Pybus,Business Development,56-5705530,2014-12-26,npybusra,(915) 8471858,470-51-9134,53 Bobwhite Drive,El Paso,Texas,79916,United States,contractor
37-0692655,Odo,Standage,Support,76-0664345,2017-06-09,ostandagerb,(718) 5465993,724-20-5818,4 Chive Street,Brooklyn,New York,11210,United States,full-time
87-1451211,Alexine,Manshaw,Marketing,50-2562336,2005-08-07,amanshawrc,(941) 2263981,703-39-6001,8 Butternut Terrace,Sarasota,Florida,34238,United States,contractor
43-4420571,June,Kirk,Services,96-0736170,2007-03-03,jkirkrd,(415) 5847925,258-53-2063,9415 Blackbird Parkway,San Francisco,California,94177,United States,contractor
75-3102229,Charla,Sowerby,Legal,31-4066182,2011-08-12,csowerbyre,(313) 8320705,558-78-5162,68680 Mallory Pass,Detroit,Michigan,48258,United States,contractor
44-5139663,Tate,Cosstick,Marketing,52-6123861,2008-08-21,tcosstickrf,(540) 5750466,812-67-2942,73 Crownhardt Point,Roanoke,Virginia,24048,United States,contractor
22-9268263,Whitby,Shields,Marketing,16-7062212,2001-06-30,wshieldsrg,(646) 4379867,134-91-7068,5965 Lukken Street,New York City,New York,10060,United States,contractor
63-1694588,Karyn,Farney,Business Development,36-3846386,2018-01-10,kfarneyrh,(816) 4732680,421-70-0537,1 Claremont Lane,Independence,Missouri,64054,United States,contractor
22-2799606,Maxine,Rack,Business Development,31-1804668,2016-09-07,mrackri,(512) 3125490,265-30-3748,77 East Pass,Austin,Texas,78783,United States,full-time
91-8536010,Marjory,Yitzowitz,Services,42-7967098,2009-09-09,myitzowitzrj,(334) 3352948,801-81-6465,56 Hagan Road,Montgomery,Alabama,36125,United States,contractor
04-6721697,D'arcy,Leese,Business Development,76-9682110,2012-07-01,dleeserk,(214) 3220129,720-73-2131,79 Spenser Plaza,Dallas,Texas,75367,United States,contractor
68-2192147,Gerhardine,Haxbie,Research and Development,76-6407712,2004-01-15,ghaxbierl,(781) 4686344,144-71-3154,05836 Erie Way,Cambridge,Massachusetts,02142,United States,full-time
34-3026318,Tamiko,O'Driscoll,Sales,04-5005833,2019-11-11,todriscollrm,(573) 8932729,527-26-1905,2 Lukken Pass,Jefferson City,Missouri,65110,United States,contractor
21-6511433,Shaughn,Rhucroft,Marketing,31-1667620,2011-02-25,srhucroftrn,(612) 8044895,205-81-0724,540 Buell Parkway,Minneapolis,Minnesota,55487,United States,contractor
96-3872808,Casper,Kirstein,Accounting,66-0252738,2004-12-29,ckirsteinro,(850) 6704201,883-14-0068,24 David Drive,Pensacola,Florida,32511,United States,full-time
60-0189940,Lurline,Kingston,Support,94-6704168,2018-10-30,lkingstonrp,(952) 4647097,886-44-0371,6727 Magdeline Junction,Maple Plain,Minnesota,55579,United States,full-time
08-6804062,Josi,Farress,Engineering,00-1641370,2010-08-04,jfarressrq,(405) 5644425,689-21-5763,6267 Schmedeman Plaza,Oklahoma City,Oklahoma,73167,United States,full-time
41-8282720,Claybourne,Demetr,Training,95-6721913,2017-05-04,cdemetrrr,(347) 3994564,693-73-3640,36394 Bultman Street,Flushing,New York,11355,United States,contractor
